Location,Year,Value,rural pop,urban pop,electric_rural,electric_urban
GRC,1960,180212.25889755905,44.064,55.936,79408.72976062041,100803.52913693863
GRC,1961,180212.25889755905,43.547,56.453,78477.03238212003,101735.226515439
GRC,1962,180212.25889755905,42.66,57.34,76878.54964569869,103333.70925186036
GRC,1963,180212.25889755905,41.778,58.222,75289.07752222221,104923.18137533682
GRC,1964,180212.25889755905,40.901,59.099,73708.61601169064,106503.64288586842
GRC,1965,180212.25889755905,40.031,59.969,72140.76935928187,108071.4895382772
GRC,1966,180212.25889755905,39.167,60.833,70583.73544240695,109628.5234551521
GRC,1967,180212.25889755905,38.309,61.691,69037.5142610659,111174.74463649317
GRC,1968,180212.25889755905,37.457,62.543,67502.10581525869,112710.15308230036
GRC,1969,180212.25889755905,36.615,63.385,65984.71859534126,114227.5403022178
GRC,1970,180212.25889755905,35.78,64.22,64479.94623354663,115732.31266401242
GRC,1971,180212.25889755905,35.049,64.951,63162.59462100547,117049.66427655357
GRC,1972,180212.25889755905,34.546,65.45400000000001,62256.12695875075,117956.13193880832
GRC,1973,180212.25889755905,34.048,65.952,61358.669909440905,118853.58898811814
GRC,1974,180212.25889755905,33.552,66.44800000000001,60464.81710530901,119747.44179225004
GRC,1975,180212.25889755905,33.06,66.94,59578.17279153302,120634.08610602602
GRC,1976,180212.25889755905,32.571,67.429,58696.93484552396,121515.3240520351
GRC,1977,180212.25889755905,32.088,67.912,57826.509635048744,122385.7492625103
GRC,1978,180212.25889755905,31.607,68.393,56959.68866975149,123252.57022780756
GRC,1979,180212.25889755905,31.13,68.87,56100.07619481013,124112.18270274893
GRC,1980,180212.25889755905,30.657,69.343,55247.67221022468,124964.58668733436
GRC,1981,180212.25889755905,30.254,69.746,54521.41680686752,125690.84209069153
GRC,1982,180212.25889755905,30.06,69.94,54171.80502460625,126040.4538729528
GRC,1983,180212.25889755905,29.866,70.134,53822.19324234498,126390.06565521406
GRC,1984,180212.25889755905,29.673,70.327,53474.38358267269,126737.87531488635
GRC,1985,180212.25889755905,29.482,70.518,53130.178168178354,127082.0807293807
GRC,1986,180212.25889755905,29.291,70.709,52785.97275368402,127426.28614387503
GRC,1987,180212.25889755905,29.1,70.9,52441.76733918969,127770.49155836938
GRC,1988,180212.25889755905,28.91,71.09,52099.364047284325,128112.89485027474
GRC,1989,180212.25889755905,28.721,71.279,51758.762877967936,128453.4960195911
GRC,1990,180212.25889755905,28.533,71.467,51419.96383124053,128792.29506631853
GRC,1991,180212.25889755905,28.365,71.635,51117.20723629262,129095.05166126644
GRC,1992,180212.25889755905,28.243,71.757,50897.348280437596,129314.91061712145
GRC,1993,180212.25889755905,28.122,71.878,50679.29144717156,129532.96745038748
GRC,1994,180212.25889755905,28.002,71.998,50463.03673649448,129749.22216106458
GRC,1995,180212.25889755905,27.881,72.119,50244.979903228435,129967.27899433061
GRC,1996,180212.25889755905,27.761,72.239,50028.72519255136,130183.53370500769
GRC,1997,180212.25889755905,27.642,72.358,49814.27260446327,130397.98629309578
GRC,1998,180212.25889755905,27.522,72.47800000000001,49598.01789378619,130614.24100377287
GRC,1999,180212.25889755905,27.403,72.59700000000001,49383.5653056981,130828.69359186097
GRC,2000,180212.25889755905,27.284,72.71600000000001,49169.112717610005,131043.14617994904
GRC,2001,180212.25889755905,27.087,72.913,48814.09456758182,131398.1643299772
GRC,2002,180212.25889755905,26.697,73.303,48111.266757881334,132100.9921396777
GRC,2003,180212.25889755905,26.311,73.689,47415.64743853676,132796.61145902227
GRC,2004,180212.25889755905,25.927,74.07300000000001,46723.63236437013,133488.62653318894
GRC,2005,180212.25889755905,25.548,74.452,46040.62790314839,134171.63099441066
GRC,2006,180212.25889755905,25.173,74.827,45364.83193228254,134847.4269652765
GRC,2007,180212.25889755905,24.801,75.199,44694.442329183614,135517.81656837542
GRC,2008,180212.25889755905,24.432,75.568,44029.45909385163,136182.79980370743
GRC,2009,180212.25889755905,24.068,75.932,43373.486471464515,136838.77242609454
GRC,2010,180212.25889755905,23.708,76.292,42724.7223394333,137487.53655812575
GRC,2011,180212.25889755905,23.351,76.649,42081.36457516901,138130.89432239003
GRC,2012,180212.25889755905,22.996,77.004,41441.61105608268,138770.64784147637
GRC,2013,180212.25889755905,22.645,77.355,40809.066027352244,139403.1928702068
GRC,2014,180212.25889755905,22.298,77.702,40183.72948897771,140028.52940858132
GRC,2015,105209.8117405583,21.954,78.04599999999999,23097.76206952217,82112.04967103613
GRC,1960,180212.25889755905,44.064,55.936,79408.72976062041,100803.52913693863
GRC,1961,180212.25889755905,43.547,56.453,78477.03238212003,101735.226515439
GRC,1962,180212.25889755905,42.66,57.34,76878.54964569869,103333.70925186036
GRC,1963,180212.25889755905,41.778,58.222,75289.07752222221,104923.18137533682
GRC,1964,180212.25889755905,40.901,59.099,73708.61601169064,106503.64288586842
GRC,1965,180212.25889755905,40.031,59.969,72140.76935928187,108071.4895382772
GRC,1966,180212.25889755905,39.167,60.833,70583.73544240695,109628.5234551521
GRC,1967,180212.25889755905,38.309,61.691,69037.5142610659,111174.74463649317
GRC,1968,180212.25889755905,37.457,62.543,67502.10581525869,112710.15308230036
GRC,1969,180212.25889755905,36.615,63.385,65984.71859534126,114227.5403022178
GRC,1970,180212.25889755905,35.78,64.22,64479.94623354663,115732.31266401242
GRC,1971,180212.25889755905,35.049,64.951,63162.59462100547,117049.66427655357
GRC,1972,180212.25889755905,34.546,65.45400000000001,62256.12695875075,117956.13193880832
GRC,1973,180212.25889755905,34.048,65.952,61358.669909440905,118853.58898811814
GRC,1974,14196.0,33.552,66.44800000000001,4763.04192,9432.95808
GRC,1975,15151.0,33.06,66.94,5008.9206,10142.0794
GRC,1976,16661.0,32.571,67.429,5426.65431,11234.34569
GRC,1977,17700.0,32.088,67.912,5679.576,12020.424
GRC,1978,19744.0,31.607,68.393,6240.486080000001,13503.513920000001
GRC,1979,20739.0,31.13,68.87,6456.050699999999,14282.949300000002
GRC,1980,21288.0,30.657,69.343,6526.26216,14761.73784
GRC,1981,21829.0,30.254,69.746,6604.145660000001,15224.85434
GRC,1982,21763.0,30.06,69.94,6541.957799999999,15221.0422
GRC,1983,22262.0,29.866,70.134,6648.7689199999995,15613.23108
GRC,1984,23070.0,29.673,70.327,6845.5611,16224.4389
GRC,1985,25737.0,29.482,70.518,7587.782339999999,18149.217660000002
GRC,1986,26126.0,29.291,70.709,7652.56666,18473.43334
GRC,1987,27855.0,29.1,70.9,8105.805000000001,19749.195000000003
GRC,1988,30614.0,28.91,71.09,8850.5074,21763.4926
GRC,1989,31616.0,28.721,71.279,9080.43136,22535.568639999998
GRC,1990,32146.0,28.533,71.467,9172.218180000002,22973.78182
GRC,1991,32858.0,28.365,71.635,9320.171699999999,23537.8283
GRC,1992,34360.0,28.243,71.757,9704.294799999998,24655.7052
GRC,1993,35192.0,28.122,71.878,9896.69424,25295.30576
GRC,1994,37379.0,28.002,71.998,10466.86758,26912.13242
GRC,1995,38382.0,27.881,72.119,10701.28542,27680.71458
GRC,1996,39297.0,27.761,72.239,10909.24017,28387.759830000003
GRC,1997,40157.0,27.642,72.358,11100.19794,29056.80206
GRC,1998,42754.0,27.522,72.47800000000001,11766.755879999999,30987.244120000003
GRC,1999,45793.0,27.403,72.59700000000001,12548.65579,33244.34421
GRC,2000,49863.0,27.284,72.71600000000001,13604.62092,36258.37908
GRC,2001,49730.0,27.087,72.913,13470.365099999999,36259.6349
GRC,2002,50608.0,26.697,73.303,13510.81776,37097.182239999995
GRC,2003,54337.0,26.311,73.689,14296.60807,40040.39193
GRC,2004,54889.0,25.927,74.07300000000001,14231.07103,40657.92897000001
GRC,2005,55740.0,25.548,74.452,14240.455199999999,41499.544799999996
GRC,2006,56547.0,25.173,74.827,14234.57631,42312.423689999996
GRC,2007,59088.0,24.801,75.199,14654.414879999998,44433.585119999996
GRC,2008,59407.0,24.432,75.568,14514.318239999999,44892.68176
GRC,2009,56073.0,24.068,75.932,13495.64964,42577.35036
GRC,2010,53389.0,23.708,76.292,12657.464119999999,40731.53588
GRC,2011,53913.0,23.351,76.649,12589.22463,41323.77537
GRC,2012,53654.0,22.996,77.004,12338.27384,41315.726160000006
GRC,2013,52560.0,22.645,77.355,11902.212,40657.788
GRC,2014,46702.0,22.298,77.702,10413.611959999998,36288.38804
GRC,2015,105209.8117405583,21.954,78.04599999999999,23097.76206952217,82112.04967103613
HUN,1960,180212.25889755905,44.089,55.911,79453.78282534481,100758.47607221424
HUN,1961,180212.25889755905,43.665,56.335,78689.68284761916,101522.57604993989
HUN,1962,180212.25889755905,43.242,56.758,77927.38499248248,102284.87390507656
HUN,1963,180212.25889755905,42.819,57.181,77165.0871373458,103047.17176021323
HUN,1964,180212.25889755905,42.397,57.603,76404.5914047981,103807.66749276094
HUN,1965,180212.25889755905,41.978,58.022,75649.50204001734,104562.75685754171
HUN,1966,180212.25889755905,41.559,58.441,74894.41267523656,105317.84622232248
HUN,1967,180212.25889755905,41.141,58.859,74141.12543304477,106071.13346451429
HUN,1968,180212.25889755905,40.724,59.276,73389.64031344194,106822.61858411711
HUN,1969,180212.25889755905,40.309,59.691,72641.75943901707,107570.49945854198
HUN,1970,180212.25889755905,39.888,60.112,71883.06582905835,108329.1930685007
HUN,1971,180212.25889755905,39.461,60.539,71113.55948356577,109098.69941399326
HUN,1972,180212.25889755905,39.035,60.965,70345.85526066217,109866.40363689688
HUN,1973,180212.25889755905,38.612,61.388,69583.5574055255,110628.70149203355
HUN,1974,180212.25889755905,38.19,61.81,68823.0616729778,111389.19722458125
HUN,1975,180212.25889755905,37.769,62.231,68064.36806301906,112147.89083453998
HUN,1976,180212.25889755905,37.35,62.65,67309.27869823831,112902.98019932074
HUN,1977,180212.25889755905,36.934,63.066,66559.59570122446,113652.66319633459
HUN,1978,180212.25889755905,36.52,63.48,65813.51694938856,114398.74194817047
HUN,1979,180212.25889755905,36.107,63.893,65069.240320141645,115143.0185774174
HUN,1980,180212.25889755905,35.809,64.191,64532.20778862691,115680.05110893212
HUN,1981,180212.25889755905,35.628,64.372,64206.02360002234,116006.2352975367
HUN,1982,180212.25889755905,35.447,64.553,63879.83941141776,116332.41948614128
HUN,1983,2302.0,35.266,64.73400000000001,811.82332,1490.1766800000003
HUN,1984,3536.0,35.085,64.91499999999999,1240.6056,2295.3943999999997
HUN,1985,6072.0,34.905,65.095,2119.4316000000003,3952.5684
HUN,1986,6964.0,34.726,65.274,2418.31864,4545.68136
HUN,1987,10316.0,34.547,65.453,3563.8685199999995,6752.131480000001
HUN,1988,12624.0,34.368,65.632,4338.61632,8285.38368
HUN,1989,13044.0,34.19,65.81,4459.7436,8584.2564
HUN,1990,12907.0,34.162,65.838,4409.289339999999,8497.710659999999
HUN,1991,12903.0,34.287,65.713,4424.05161,8478.94839
HUN,1992,13140.0,34.413,65.587,4521.8682,8618.131800000001
HUN,1993,12996.0,34.539,65.461,4488.688440000001,8507.31156
HUN,1994,13234.0,34.665,65.33500000000001,4587.5661,8646.433900000002
HUN,1995,13213.0,34.791,65.209,4596.934829999999,8616.065170000002
HUN,1996,13358.0,34.917,65.083,4664.212860000001,8693.78714
HUN,1997,13146.0,35.044,64.956,4606.884239999999,8539.11576
HUN,1998,13123.0,35.171,64.82900000000001,4615.49033,8507.509670000001
HUN,1999,13301.0,35.298,64.702,4694.986980000001,8606.013019999999
HUN,2000,12982.0,35.425,64.575,4598.8735,8383.1265
HUN,2001,13055.0,35.33,64.67,4612.3315,8442.668500000002
HUN,2002,13255.0,34.919,65.081,4628.5134499999995,8626.48655
HUN,2003,10297.0,34.511,65.489,3553.59767,6743.402330000001
HUN,2004,11048.0,34.104,65.896,3767.80992,7280.19008
HUN,2005,12827.0,33.635,66.36500000000001,4314.361449999999,8512.638550000001
HUN,2006,12661.0,33.105,66.89500000000001,4191.42405,8469.575950000002
HUN,2007,13828.0,32.579,67.42099999999999,4505.02412,9322.97588
HUN,2008,13969.0,32.057,67.943,4478.04233,9490.95767
HUN,2009,14442.0,31.54,68.46000000000001,4555.0068,9886.9932
HUN,2010,14799.0,31.089,68.911,4600.86111,10198.13889
HUN,2011,14711.0,30.642,69.358,4507.7446199999995,10203.25538
HUN,2012,14818.0,30.322,69.678,4493.11396,10324.88604
HUN,2013,14439.0,30.047,69.953,4338.486330000001,10100.51367
HUN,2014,14778.0,29.773,70.227,4399.85394,10378.146060000001
HUN,2015,105209.8117405583,29.5,70.5,31036.894463464698,74172.9172770936
HUN,1960,180212.25889755905,44.089,55.911,79453.78282534481,100758.47607221424
HUN,1961,180212.25889755905,43.665,56.335,78689.68284761916,101522.57604993989
HUN,1962,180212.25889755905,43.242,56.758,77927.38499248248,102284.87390507656
HUN,1963,180212.25889755905,42.819,57.181,77165.0871373458,103047.17176021323
HUN,1964,180212.25889755905,42.397,57.603,76404.5914047981,103807.66749276094
HUN,1965,10069.0,41.978,58.022,4226.76482,5842.23518
HUN,1966,10677.0,41.559,58.441,4437.25443,6239.74557
HUN,1967,11237.0,41.141,58.859,4623.01417,6613.9858300000005
HUN,1968,11842.0,40.724,59.276,4822.53608,7019.463920000001
HUN,1969,12719.0,40.309,59.691,5126.901709999999,7592.098290000001
HUN,1970,13126.0,39.888,60.112,5235.698879999999,7890.30112
HUN,1971,13507.0,39.461,60.539,5329.99727,8177.00273
HUN,1972,14672.0,39.035,60.965,5727.2152,8944.784800000001
HUN,1973,15874.0,38.612,61.388,6129.2688800000005,9744.73112
HUN,1974,17162.0,38.19,61.81,6554.167799999999,10607.832199999999
HUN,1975,18638.0,37.769,62.231,7039.386219999999,11598.61378
HUN,1976,20175.0,37.35,62.65,7535.3625,12639.637499999999
HUN,1977,21447.0,36.934,63.066,7921.23498,13525.76502
HUN,1978,23504.0,36.52,63.48,8583.660800000001,14920.339199999999
HUN,1979,22527.0,36.107,63.893,8133.82389,14393.17611
HUN,1980,21913.0,35.809,64.191,7846.826169999999,14066.17383
HUN,1981,22317.0,35.628,64.372,7951.100759999999,14365.899239999999
HUN,1982,22739.0,35.447,64.553,8060.29333,14678.706669999998
HUN,1983,23628.0,35.266,64.73400000000001,8332.65048,15295.349520000003
HUN,1984,24074.0,35.085,64.91499999999999,8446.3629,15627.637099999998
HUN,1985,24554.0,34.905,65.095,8570.5737,15983.426300000001
HUN,1986,25720.0,34.726,65.274,8931.5272,16788.4728
HUN,1987,27214.0,34.547,65.453,9401.620579999999,17812.37942
HUN,1988,26662.0,34.368,65.632,9163.196160000001,17498.80384
HUN,1989,26982.0,34.19,65.81,9225.1458,17756.8542
HUN,1990,25899.0,34.162,65.838,8847.61638,17051.38362
HUN,1991,27465.0,34.287,65.713,9416.92455,18048.07545
HUN,1992,29119.0,34.413,65.587,10020.72147,19098.278530000003
HUN,1993,30354.0,34.539,65.461,10483.968060000001,19870.03194
HUN,1994,30959.0,34.665,65.33500000000001,10731.93735,20227.062650000003
HUN,1995,31264.0,34.791,65.209,10877.058239999998,20386.94176
HUN,1996,32318.0,34.917,65.083,11284.47606,21033.52394
HUN,1997,32435.0,35.044,64.956,11366.5214,21068.478600000002
HUN,1998,34260.0,35.171,64.82900000000001,12049.584599999998,22210.4154
HUN,1999,34904.0,35.298,64.702,12320.41392,22583.586079999997
HUN,2000,32259.0,35.425,64.575,11427.75075,20831.24925
HUN,2001,33704.0,35.33,64.67,11907.6232,21796.376800000002
HUN,2002,33475.0,34.919,65.081,11689.135249999998,21785.86475
HUN,2003,31378.0,34.511,65.489,10828.86158,20549.138420000003
HUN,2004,31262.0,34.104,65.896,10661.592480000001,20600.40752
HUN,2005,33219.0,33.635,66.36500000000001,11173.210649999999,22045.789350000003
HUN,2006,33345.0,33.105,66.89500000000001,11038.862249999998,22306.137750000005
HUN,2007,37220.0,32.579,67.42099999999999,12125.9038,25094.0962
HUN,2008,37383.0,32.057,67.943,11983.868310000002,25399.13169
HUN,2009,33344.0,31.54,68.46000000000001,10516.697600000001,22827.302400000004
HUN,2010,34613.0,31.089,68.911,10760.83557,23852.16443
HUN,2011,33533.0,30.642,69.358,10275.181859999999,23257.818140000003
HUN,2012,32351.0,30.322,69.678,9809.47022,22541.529779999997
HUN,2013,28045.0,30.047,69.953,8426.68115,19618.31885
HUN,2014,27131.0,29.773,70.227,8077.71263,19053.287370000002
HUN,2015,105209.8117405583,29.5,70.5,31036.894463464698,74172.9172770936
ISL,1960,180212.25889755905,19.7,80.3,35501.81500281913,144710.4438947399
ISL,1961,180212.25889755905,19.197,80.803,34595.34734056441,145616.91155699463
ISL,1962,180212.25889755905,18.703,81.297,33705.09878161047,146507.1601159486
ISL,1963,180212.25889755905,18.219,81.781,32832.871448546284,147379.38744901278
ISL,1964,180212.25889755905,17.744,82.256,31976.863218782873,148235.39567877617
ISL,1965,180212.25889755905,17.28,82.72,31140.678337498204,149071.58056006083
ISL,1966,180212.25889755905,16.825,83.175,30320.712559514308,149891.54633804475
ISL,1967,180212.25889755905,16.379,83.621,29516.9658848312,150695.29301272784
ISL,1968,180212.25889755905,15.943,84.057,28731.24043603784,151481.01846152122
ISL,1969,180212.25889755905,15.517,84.483,27963.536213134237,152248.72268442484
ISL,1970,180212.25889755905,15.1,84.9,27212.051093531416,153000.20780402765
ISL,1971,180212.25889755905,14.731,85.269,26547.06785819942,153665.19103935963
ISL,1972,180212.25889755905,14.37,85.63,25896.501603579236,154315.7572939798
ISL,1973,180212.25889755905,14.017,85.983,25260.352329670848,154951.90656788822
ISL,1974,180212.25889755905,13.67,86.33,24635.01579129632,155577.24310626273
ISL,1975,180212.25889755905,13.331,86.669,24024.096233633594,156188.16266392544
ISL,1976,180212.25889755905,12.998,87.002,23423.98941150472,156788.2694860543
ISL,1977,180212.25889755905,12.674,87.326,22840.10169267663,157372.1572048824
ISL,1978,180212.25889755905,12.356,87.644,22267.026709382397,157945.23218817668
ISL,1979,180212.25889755905,12.045,87.955,21706.56658421099,158505.69231334806
ISL,1980,180212.25889755905,11.74,88.26,21156.919194573435,159055.33970298563
ISL,1981,180212.25889755905,11.467,88.533,20664.939727783098,159547.31916977596
ISL,1982,180212.25889755905,11.2,88.8,20183.77299652661,160028.48590103243
ISL,1983,180212.25889755905,10.938,89.062,19711.61687821501,160500.64201934403
ISL,1984,180212.25889755905,10.681,89.319,19248.47137284828,160963.78752471076
ISL,1985,180212.25889755905,10.43,89.57,18796.13860301541,161416.12029454362
ISL,1986,180212.25889755905,10.184,89.816,18352.81644612741,161859.44245143165
ISL,1987,180212.25889755905,9.943,90.057,17918.504902184293,162293.75399537475
ISL,1988,180212.25889755905,9.706,90.294,17491.40184859708,162720.85704896197
ISL,1989,180212.25889755905,9.476,90.524,17076.9136531327,163135.34524442637
ISL,1990,180212.25889755905,9.25,90.75,16669.633948024213,163542.62494953483
ISL,1991,180212.25889755905,9.068,90.932,16341.647636830654,163870.6112607284
ISL,1992,180212.25889755905,8.888,91.112,16017.265570815049,164194.99332674398
ISL,1993,180212.25889755905,8.713,91.287,15701.894117744318,164510.36477981473
ISL,1994,180212.25889755905,8.54,91.46000000000001,15390.12690985154,164822.13198770751
ISL,1995,180212.25889755905,8.37,91.63,15083.766069725692,165128.49282783337
ISL,1996,180212.25889755905,8.203,91.797,14782.811597366766,165429.44730019226
ISL,1997,180212.25889755905,8.04,91.96000000000001,14489.065615363745,165723.1932821953
ISL,1998,180212.25889755905,7.879,92.121,14198.923878538677,166013.33501902036
ISL,1999,180212.25889755905,7.733,92.267,13935.81398054824,166276.4449170108
ISL,2000,180212.25889755905,7.599,92.401,13694.329553625512,166517.92934393353
ISL,2001,180212.25889755905,7.468,92.532,13458.251494469709,166754.00740308932
ISL,2002,180212.25889755905,7.338,92.662,13223.975557902882,166988.2833396562
ISL,2003,180212.25889755905,7.211,92.789,12995.105989102984,167217.15290845608
ISL,2004,180212.25889755905,7.086,92.914,12769.840665481035,167442.418232078
ISL,2005,180212.25889755905,6.963,93.037,12548.179587037035,167664.079310522
ISL,2006,180212.25889755905,6.841,93.159,12328.320631182014,167883.93826637705
ISL,2007,180212.25889755905,6.722,93.278,12113.86804309392,168098.39085446513
ISL,2008,180212.25889755905,6.605,93.395,11903.019700183775,168309.23919737525
ISL,2009,180212.25889755905,6.489,93.511,11693.973479862607,168518.28541769643
ISL,2010,180212.25889755905,6.426,93.574,11580.439756757143,168631.8191408019
ISL,2011,180212.25889755905,6.413,93.587,11557.012163100462,168655.24673445857
ISL,2012,180212.25889755905,6.4,93.6,11533.58456944378,168678.67432811524
ISL,2013,180212.25889755905,6.367,93.633,11474.114524007586,168738.14437355148
ISL,2014,180212.25889755905,6.333,93.667,11412.842355982413,168799.41654157665
ISL,2015,105209.8117405583,6.3,93.7,6628.218139655173,98581.59360090314
ISL,1960,180212.25889755905,19.7,80.3,35501.81500281913,144710.4438947399
ISL,1961,180212.25889755905,19.197,80.803,34595.34734056441,145616.91155699463
ISL,1962,180212.25889755905,18.703,81.297,33705.09878161047,146507.1601159486
ISL,1963,180212.25889755905,18.219,81.781,32832.871448546284,147379.38744901278
ISL,1964,180212.25889755905,17.744,82.256,31976.863218782873,148235.39567877617
ISL,1965,180212.25889755905,17.28,82.72,31140.678337498204,149071.58056006083
ISL,1966,180212.25889755905,16.825,83.175,30320.712559514308,149891.54633804475
ISL,1967,180212.25889755905,16.379,83.621,29516.9658848312,150695.29301272784
ISL,1968,180212.25889755905,15.943,84.057,28731.24043603784,151481.01846152122
ISL,1969,180212.25889755905,15.517,84.483,27963.536213134237,152248.72268442484
ISL,1970,180212.25889755905,15.1,84.9,27212.051093531416,153000.20780402765
ISL,1971,180212.25889755905,14.731,85.269,26547.06785819942,153665.19103935963
ISL,1972,180212.25889755905,14.37,85.63,25896.501603579236,154315.7572939798
ISL,1973,180212.25889755905,14.017,85.983,25260.352329670848,154951.90656788822
ISL,1974,2343.0,13.67,86.33,320.2881,2022.7118999999998
ISL,1975,2301.0,13.331,86.669,306.74630999999994,1994.25369
ISL,1976,2426.0,12.998,87.002,315.33147999999994,2110.6685199999997
ISL,1977,2607.0,12.674,87.326,330.41118,2276.58882
ISL,1978,2681.0,12.356,87.644,331.26436,2349.7356400000003
ISL,1979,2927.0,12.045,87.955,352.55715,2574.44285
ISL,1980,3153.0,11.74,88.26,370.16220000000004,2782.8378000000002
ISL,1981,3256.0,11.467,88.533,373.36552,2882.63448
ISL,1982,3589.0,11.2,88.8,401.96799999999996,3187.032
ISL,1983,3781.0,10.938,89.062,413.56578,3367.43422
ISL,1984,3929.0,10.681,89.319,419.65648999999996,3509.34351
ISL,1985,3852.0,10.43,89.57,401.7636,3450.2364
ISL,1986,4063.0,10.184,89.816,413.7759199999999,3649.2240800000004
ISL,1987,4157.0,9.943,90.057,413.33050999999995,3743.6694899999998
ISL,1988,4421.0,9.706,90.294,429.10225999999994,3991.89774
ISL,1989,4480.0,9.476,90.524,424.5248,4055.4752000000003
ISL,1990,4452.0,9.25,90.75,411.81,4040.19
ISL,1991,4432.0,9.068,90.932,401.89376,4030.10624
ISL,1992,4490.0,8.888,91.112,399.0712,4090.9287999999997
ISL,1993,4667.0,8.713,91.287,406.6357099999999,4260.36429
ISL,1994,4720.0,8.54,91.46000000000001,403.08799999999997,4316.912
ISL,1995,4903.0,8.37,91.63,410.3811,4492.6189
ISL,1996,5057.0,8.203,91.797,414.82570999999996,4642.17429
ISL,1997,5522.0,8.04,91.96000000000001,443.96879999999993,5078.0312
ISL,1998,6197.0,7.879,92.121,488.26162999999997,5708.73837
ISL,1999,7071.0,7.733,92.267,546.80043,6524.19957
ISL,2000,7554.0,7.599,92.401,574.02846,6979.97154
ISL,2001,7892.0,7.468,92.532,589.37456,7302.62544
ISL,2002,8272.0,7.338,92.662,606.99936,7665.000640000001
ISL,2003,8356.0,7.211,92.789,602.5511600000001,7753.44884
ISL,2004,8475.0,7.086,92.914,600.5385,7874.461499999999
ISL,2005,8513.0,6.963,93.037,592.76019,7920.23981
ISL,2006,9796.0,6.841,93.159,670.14436,9125.85564
ISL,2007,11784.0,6.722,93.278,792.12048,10991.87952
ISL,2008,16166.0,6.605,93.395,1067.7643,15098.2357
ISL,2009,16521.0,6.489,93.511,1072.04769,15448.95231
ISL,2010,16746.0,6.426,93.574,1076.09796,15669.90204
ISL,2011,16851.0,6.413,93.587,1080.65463,15770.34537
ISL,2012,17220.0,6.4,93.6,1102.08,16117.919999999998
ISL,2013,17774.0,6.367,93.633,1131.67058,16642.32942
ISL,2014,17673.0,6.333,93.667,1119.23109,16553.76891
ISL,2015,105209.8117405583,6.3,93.7,6628.218139655173,98581.59360090314
IRL,1960,180212.25889755905,54.816,45.184,98785.15183728596,81427.10706027308
IRL,1961,180212.25889755905,54.607,45.393,98408.50821619006,81803.75068136898
IRL,1962,180212.25889755905,54.397,45.603,98030.06247250519,82182.19642505384
IRL,1963,180212.25889755905,54.187,45.813,97651.61672882031,82560.64216873873
IRL,1964,180212.25889755905,53.977,46.023,97273.17098513544,82939.08791242361
IRL,1965,180212.25889755905,53.767,46.233,96894.72524145056,83317.53365610847
IRL,1966,180212.25889755905,53.363,46.637,96166.66771550445,84045.59118205462
IRL,1967,180212.25889755905,52.205,47.795,94079.8097574707,86132.44914008836
IRL,1968,180212.25889755905,51.044,48.956,91987.54543167003,88224.71346588901
IRL,1969,180212.25889755905,49.885,50.115,89898.88535104733,90313.37354651172
IRL,1970,180212.25889755905,48.724,51.276,87806.62102524666,92405.63787231238
IRL,1971,180212.25889755905,47.731,52.269,86017.11329439392,94195.14560316513
IRL,1972,180212.25889755905,47.389,52.611,85400.78736896426,94811.47152859479
IRL,1973,180212.25889755905,47.048,52.952,84786.26356612358,95425.99533143546
IRL,1974,180212.25889755905,46.706,53.294,84169.93764069394,96042.3212568651
IRL,1975,180212.25889755905,46.366,53.634,83557.21596044223,96655.04293711683
IRL,1976,180212.25889755905,46.025,53.975,82942.69215760154,97269.5667399575
IRL,1977,180212.25889755905,45.685,54.315,82329.97047734985,97882.2884202092
IRL,1978,180212.25889755905,45.345,54.655,81717.24879709815,98495.01010046089
IRL,1979,180212.25889755905,45.006,54.994,81106.32923943542,99105.92965812363
IRL,1980,180212.25889755905,44.667,55.333,80495.4096817727,99716.84921578635
IRL,1981,180212.25889755905,44.366,55.634,79952.97078249104,100259.288115068
IRL,1982,180212.25889755905,44.206,55.794,79664.63116825496,100547.62772930409
IRL,1983,180212.25889755905,44.045,55.955,79374.48943142989,100837.76946612916
IRL,1984,180212.25889755905,43.885,56.115,79086.14981719379,101126.10908036526
IRL,1985,180212.25889755905,43.725,56.275,78797.8102029577,101414.44869460135
IRL,1986,180212.25889755905,43.573,56.427,78523.8875694334,101688.37132812565
IRL,1987,180212.25889755905,43.447,56.553,78296.82012322248,101915.43877433657
IRL,1988,180212.25889755905,43.322,56.678,78071.55479960053,102140.70409795851
IRL,1989,180212.25889755905,43.196,56.804,77844.4873533896,102367.77154416945
IRL,1990,180212.25889755905,43.071,56.929,77619.22202976765,102593.03686779141
IRL,1991,180212.25889755905,42.927,57.073,77359.71637695517,102852.54252060386
IRL,1992,180212.25889755905,42.707,57.293,76963.24940738054,103249.00949017849
IRL,1993,180212.25889755905,42.488,57.512,76568.58456039488,103643.67433716415
IRL,1994,180212.25889755905,42.269,57.731,76173.91971340924,104038.33918414981
IRL,1995,180212.25889755905,42.051,57.949,75781.05698901255,104431.20190854649
IRL,1996,180212.25889755905,41.827,58.173,75377.38152908202,104834.87736847701
IRL,1997,180212.25889755905,41.581,58.419,74934.05937219402,105278.19952536502
IRL,1998,180212.25889755905,41.336,58.664,74492.53933789501,105719.71955966405
IRL,1999,180212.25889755905,41.09,58.91,74049.21718100701,106163.04171655203
IRL,2000,180212.25889755905,40.845,59.155,73607.69714670799,106604.56175085106
IRL,2001,180212.25889755905,40.601,59.399,73167.97923499794,107044.27966256111
