Location,Year,Value,rural pop,urban pop,electric_rural,electric_urban
MEX,2009,256746.0,22.48,77.52,57716.5008,199029.4992
MEX,2010,264336.0,22.185,77.815,58642.9416,205693.0584
MEX,2011,280095.0,21.889,78.111,61309.99455,218785.00545000003
MEX,2012,284405.0,21.595,78.405,61417.25974999999,222987.74025
MEX,2013,287090.0,21.301,78.699,61153.04089999999,225936.95909999998
MEX,2014,290050.0,21.007,78.993,60930.8035,229119.19649999996
MEX,2015,105209.8117405583,20.715,79.285,21794.212502056653,83415.59923850164
NLD,1960,180212.25889755905,40.248,59.752,72531.82996108956,107680.42893646949
NLD,1961,180212.25889755905,39.98,60.02,72048.8611072441,108163.39779031495
NLD,1962,180212.25889755905,39.796,60.204,71717.27055087259,108494.98834668646
NLD,1963,180212.25889755905,39.613,60.387,71387.48211709007,108824.77678046898
NLD,1964,180212.25889755905,39.43,60.57,71057.69368330753,109154.56521425152
NLD,1965,180212.25889755905,39.247,60.753,70727.90524952499,109484.35364803406
NLD,1966,180212.25889755905,39.064,60.936,70398.11681574247,109814.14208181658
NLD,1967,180212.25889755905,38.882,61.118,70070.13050454891,110142.12839301015
NLD,1968,180212.25889755905,38.7,61.3,69742.14419335536,110470.11470420369
NLD,1969,180212.25889755905,38.519,61.481,69415.96000475077,110796.29889280828
NLD,1970,180212.25889755905,38.337,61.663,69087.97369355721,111124.28520400183
NLD,1971,180212.25889755905,38.087,61.913,68637.44304631332,111574.81585124573
NLD,1972,180212.25889755905,37.768,62.232,68062.5659404301,112149.69295712895
NLD,1973,180212.25889755905,37.45,62.55,67489.49095713587,112722.76794042317
NLD,1974,3102.0,37.133,62.867,1151.8656600000002,1950.1343399999998
NLD,1975,3162.0,36.817,63.183,1164.15354,1997.84646
NLD,1976,3661.0,36.502,63.498,1336.33822,2324.66178
NLD,1977,3483.0,36.189,63.811,1260.46287,2222.5371299999997
NLD,1978,3811.0,35.877,64.12299999999999,1367.27247,2443.7275299999997
NLD,1979,3275.0,35.565,64.435,1164.7537499999999,2110.24625
NLD,1980,3947.0,35.255,64.745,1391.51485,2555.4851500000004
NLD,1981,3435.0,34.896,65.104,1198.6776,2236.3224
NLD,1982,3674.0,34.489,65.511,1267.1258599999999,2406.87414
NLD,1983,3374.0,34.084,65.916,1149.9941600000002,2224.00584
NLD,1984,3491.0,33.681,66.319,1175.80371,2315.1962900000003
NLD,1985,3674.0,33.281,66.719,1222.74394,2451.2560599999997
NLD,1986,3964.0,32.883,67.11699999999999,1303.4821200000001,2660.51788
NLD,1987,3360.0,32.487,67.513,1091.5632,2268.4368
NLD,1988,3468.0,32.094,67.906,1113.01992,2354.9800800000003
NLD,1989,3785.0,31.704,68.29599999999999,1199.9964,2585.0035999999996
NLD,1990,3295.0,31.316,68.684,1031.8622,2263.1378
NLD,1991,3135.0,30.671,69.32900000000001,961.53585,2173.4641500000002
NLD,1992,3579.0,29.777,70.223,1065.71883,2513.28117
NLD,1993,3721.0,28.9,71.1,1075.369,2645.631
NLD,1994,3738.0,28.038,71.962,1048.06044,2689.9395600000003
NLD,1995,3784.0,27.191,72.809,1028.90744,2755.09256
NLD,1996,3918.0,26.36,73.64,1032.7848,2885.2152
NLD,1997,2266.0,25.547,74.453,578.89502,1687.10498
NLD,1998,3590.0,24.75,75.25,888.525,2701.475
NLD,1999,3601.0,23.97,76.03,863.1597,2737.8403
NLD,2000,3697.0,23.205,76.795,857.8888499999999,2839.11115
NLD,2001,3744.0,22.17,77.83,830.0448,2913.9552
NLD,2002,3684.0,20.887,79.113,769.47708,2914.52292
NLD,2003,3786.0,19.659,80.34100000000001,744.2897399999999,3041.7102600000003
NLD,2004,3602.0,18.486,81.514,665.86572,2936.1342799999998
NLD,2005,3769.0,17.37,82.63,654.6753000000001,3114.3246999999997
NLD,2006,3267.0,16.364,83.636,534.61188,2732.38812
NLD,2007,3969.0,15.461,84.539,613.6470899999999,3355.35291
NLD,2008,3931.0,14.598,85.402,573.84738,3357.15262
NLD,2009,4014.0,13.712,86.288,550.39968,3463.60032
NLD,2010,3752.0,12.866,87.134,482.73231999999996,3269.26768
NLD,2011,3915.0,12.121,87.879,474.53715,3440.4628500000003
NLD,2012,3741.0,11.412,88.588,426.92292000000003,3314.0770799999996
NLD,2013,2737.0,10.813,89.187,295.95181,2441.04819
NLD,2014,3873.0,10.31,89.69,399.3063,3473.6937000000003
NLD,2015,105209.8117405583,9.827,90.173,10338.968199744664,94870.84354081364
NLD,1960,180212.25889755905,40.248,59.752,72531.82996108956,107680.42893646949
NLD,1961,180212.25889755905,39.98,60.02,72048.8611072441,108163.39779031495
NLD,1962,180212.25889755905,39.796,60.204,71717.27055087259,108494.98834668646
NLD,1963,180212.25889755905,39.613,60.387,71387.48211709007,108824.77678046898
NLD,1964,180212.25889755905,39.43,60.57,71057.69368330753,109154.56521425152
NLD,1965,180212.25889755905,39.247,60.753,70727.90524952499,109484.35364803406
NLD,1966,180212.25889755905,39.064,60.936,70398.11681574247,109814.14208181658
NLD,1967,180212.25889755905,38.882,61.118,70070.13050454891,110142.12839301015
NLD,1968,180212.25889755905,38.7,61.3,69742.14419335536,110470.11470420369
NLD,1969,180212.25889755905,38.519,61.481,69415.96000475077,110796.29889280828
NLD,1970,180212.25889755905,38.337,61.663,69087.97369355721,111124.28520400183
NLD,1971,180212.25889755905,38.087,61.913,68637.44304631332,111574.81585124573
NLD,1972,180212.25889755905,37.768,62.232,68062.5659404301,112149.69295712895
NLD,1973,180212.25889755905,37.45,62.55,67489.49095713587,112722.76794042317
NLD,1974,53222.0,37.133,62.867,19762.925260000004,33459.07474
NLD,1975,51924.0,36.817,63.183,19116.85908,32807.14092
NLD,1976,55627.0,36.502,63.498,20304.96754,35322.03246
NLD,1977,55678.0,36.189,63.811,20149.311419999998,35528.688579999995
NLD,1978,58886.0,35.877,64.12299999999999,21126.53022,37759.46977999999
NLD,1979,61685.0,35.565,64.435,21938.270249999998,39746.72975
NLD,1980,61970.0,35.255,64.745,21847.523500000003,40122.476500000004
NLD,1981,61180.0,34.896,65.104,21349.3728,39830.627199999995
NLD,1982,57492.0,34.489,65.511,19828.415879999997,37663.58412
NLD,1983,56889.0,34.084,65.916,19390.04676,37498.953239999995
NLD,1984,60273.0,33.681,66.319,20300.54913,39972.45087
NLD,1985,60554.0,33.281,66.719,20152.97674,40401.023259999994
NLD,1986,64589.0,32.883,67.11699999999999,21238.80087,43350.19912999999
NLD,1987,66126.0,32.487,67.513,21482.353619999998,44643.64638
NLD,1988,67144.0,32.094,67.906,21549.19536,45594.80464000001
NLD,1989,70652.0,31.704,68.29599999999999,22399.51008,48252.48991999999
NLD,1990,69416.0,31.316,68.684,21738.31456,47677.68544
NLD,1991,71773.0,30.671,69.32900000000001,22013.49683,49759.50317
NLD,1992,74391.0,29.777,70.223,22151.40807,52239.59193
NLD,1993,73876.0,28.9,71.1,21350.163999999997,52525.835999999996
NLD,1994,76471.0,28.038,71.962,21440.938980000003,55030.06102
NLD,1995,77770.0,27.191,72.809,21146.4407,56623.5593
NLD,1996,81838.0,26.36,73.64,21572.4968,60265.50320000001
NLD,1997,83009.0,25.547,74.453,21206.309230000003,61802.69077
NLD,1998,87643.0,24.75,75.25,21691.642499999998,65951.3575
NLD,1999,83157.0,23.97,76.03,19932.7329,63224.2671
NLD,2000,85998.0,23.205,76.795,19955.8359,66042.16410000001
NLD,2001,89812.0,22.17,77.83,19911.3204,69900.6796
NLD,2002,92041.0,20.887,79.113,19224.60367,72816.39633
NLD,2003,92841.0,19.659,80.34100000000001,18251.61219,74589.38781
NLD,2004,97044.0,18.486,81.514,17939.55384,79104.44615999999
NLD,2005,95598.0,17.37,82.63,16605.372600000002,78992.6274
NLD,2006,94489.0,16.364,83.636,15462.179960000001,79026.82004
NLD,2007,100750.0,15.461,84.539,15576.9575,85173.0425
NLD,2008,103187.0,14.598,85.402,15063.23826,88123.76174
NLD,2009,108767.0,13.712,86.288,14914.131039999998,93852.86895999999
NLD,2010,114826.0,12.866,87.134,14773.51316,100052.48684
NLD,2011,109145.0,12.121,87.879,13229.46545,95915.53455000001
NLD,2012,98647.0,11.412,88.588,11257.595640000001,87389.40435999999
NLD,2013,96937.0,10.813,89.187,10481.79781,86455.20219
NLD,2014,98774.0,10.31,89.69,10183.599400000001,88590.40060000001
NLD,2015,105209.8117405583,9.827,90.173,10338.968199744664,94870.84354081364
NZL,1960,180212.25889755905,24.002,75.998,43254.54638059212,136957.71251696695
NZL,1961,180212.25889755905,23.475,76.525,42304.827776201986,137907.43112135708
NZL,1962,180212.25889755905,22.867,77.133,41209.13724210483,139003.12165545422
NZL,1963,180212.25889755905,22.27,77.73,40133.2700564864,140078.98884107266
NZL,1964,180212.25889755905,21.683,78.31700000000001,39075.42409675773,141136.83480080133
NZL,1965,180212.25889755905,21.109,78.89099999999999,38041.00573068574,142171.2531668733
NZL,1966,180212.25889755905,20.579,79.42099999999999,37085.88075852868,143126.37813903036
NZL,1967,180212.25889755905,20.148,79.852,36309.16592268019,143903.09297487885
NZL,1968,180212.25889755905,19.723,80.277,35543.26382236557,144668.99507519347
NZL,1969,180212.25889755905,19.305,80.695,34789.976580173774,145422.28231738525
NZL,1970,180212.25889755905,18.894,81.106,34049.30419610481,146162.95470145423
NZL,1971,180212.25889755905,18.509,81.491,33355.4869993492,146856.77189820984
NZL,1972,180212.25889755905,18.181,81.819,32764.39079016521,147447.86810739382
NZL,1973,180212.25889755905,17.859,82.14099999999999,32184.107316515074,148028.15158104396
NZL,1974,180212.25889755905,17.54,82.46000000000001,31609.230210631857,148603.02868692722
NZL,1975,180212.25889755905,17.226,82.774,31043.363717693523,149168.89517986553
NZL,1976,180212.25889755905,16.972,83.02799999999999,30585.624580093725,149626.6343174653
NZL,1977,180212.25889755905,16.872,83.128,30405.412321196163,149806.84657636288
NZL,1978,180212.25889755905,16.771,83.229,30223.397939709626,149988.86095784942
NZL,1979,180212.25889755905,16.672,83.328,30044.987803401047,150167.271094158
NZL,1980,180212.25889755905,16.572,83.428,29864.77554450348,150347.48335305558
NZL,1981,180212.25889755905,16.489,83.511,29715.199369618513,150497.05952794052
NZL,1982,180212.25889755905,16.448,83.55199999999999,29641.312343470516,150570.94655408853
NZL,1983,180212.25889755905,16.408,83.592,29569.22743991149,150643.03145764756
NZL,1984,180212.25889755905,16.367,83.633,29495.34041376349,150716.91848379554
NZL,1985,180212.25889755905,16.327,83.673,29423.25551020447,150789.00338735458
NZL,1986,180212.25889755905,16.22,83.78,29230.428393184073,150981.83050437496
NZL,1987,180212.25889755905,15.975,84.025,28788.90835888506,151423.35053867399
NZL,1988,180212.25889755905,15.732,84.268,28350.99256976399,151861.26632779505
NZL,1989,180212.25889755905,15.494,84.506,27922.087393587797,152290.17150397124
NZL,1990,180212.25889755905,15.258,84.742,27496.78646258956,152715.4724349695
NZL,1991,180212.25889755905,15.05,84.95,27121.944964082635,153090.31393347643
NZL,1992,180212.25889755905,14.897,85.103,26846.22020796937,153366.03868958968
NZL,1993,180212.25889755905,14.746,85.254,26574.09969703406,153638.159200525
NZL,1994,180212.25889755905,14.596,85.404,26303.78130868772,153908.47758887132
NZL,1995,180212.25889755905,14.447,85.553,26035.265042930354,154176.9938546287
NZL,1996,180212.25889755905,14.3,85.7,25770.353022350948,154441.9058752081
NZL,1997,180212.25889755905,14.219,85.781,25624.38109264392,154587.87780491513
NZL,1998,180212.25889755905,14.139,85.861,25480.21128552587,154732.0476120332
NZL,1999,180212.25889755905,14.059,85.941,25336.041478407824,154876.21741915122
NZL,2000,180212.25889755905,13.979,86.021,25191.87167128978,155020.38722626926
NZL,2001,180212.25889755905,13.9,86.1,25049.50398676071,155162.75491079834
NZL,2002,180212.25889755905,13.839,86.161,24939.5745088332,155272.68438872584
NZL,2003,180212.25889755905,13.779,86.221,24831.44715349466,155380.81174406438
NZL,2004,180212.25889755905,13.719,86.281,24723.319798156128,155488.93909940292
NZL,2005,180212.25889755905,13.659,86.341,24615.19244281759,155597.06645474143
NZL,2006,180212.25889755905,13.6,86.4,24508.86721006803,155703.39168749104
NZL,2007,180212.25889755905,13.66,86.34,24616.994565406567,155595.2643321525
NZL,2008,180212.25889755905,13.72,86.28,24725.121920745103,155487.13697681396
NZL,2009,180212.25889755905,13.78,86.22,24833.24927608364,155379.00962147542
NZL,2010,180212.25889755905,13.84,86.16,24941.376631422172,155270.88226613688
NZL,2011,180212.25889755905,13.9,86.1,25049.50398676071,155162.75491079834
NZL,2012,180212.25889755905,13.839,86.161,24939.5745088332,155272.68438872584
NZL,2013,180212.25889755905,13.779,86.221,24831.44715349466,155380.81174406438
NZL,2014,180212.25889755905,13.719,86.281,24723.319798156128,155488.93909940292
NZL,2015,105209.8117405583,13.659,86.341,14370.608185642861,90839.20355491544
NZL,1960,180212.25889755905,24.002,75.998,43254.54638059212,136957.71251696695
NZL,1961,180212.25889755905,23.475,76.525,42304.827776201986,137907.43112135708
NZL,1962,180212.25889755905,22.867,77.133,41209.13724210483,139003.12165545422
NZL,1963,180212.25889755905,22.27,77.73,40133.2700564864,140078.98884107266
NZL,1964,180212.25889755905,21.683,78.31700000000001,39075.42409675773,141136.83480080133
